Title,Credit Hour,level,Equivalent Courses,outlines
Topics in Software Engineering,,,,"Introduction to Software Systems, Techniques and principles for the specification, design and implementation of software systems. State of the art research in software engineering, State of the art in Software Architecture, Open Standards for SA, Open System Architecture, FASE Architecture, NCore Architecture, Case studies of architectures, Software Systems Engineering Strategies, Growing role of software in Systems Engineering, Software Engineering in light of INCOSE Systems Engineering principles, Arcadia method for developing software systems, Software System Issues and Challenges, Hardware-software trade off, Integrated tools, Tools and environments, New Trends in Software Systems Engineering, New Directions"
Medical Image Processing,,,,"Specifics of medical imaging and medical image analysis, Types of Medical images, in vivo, in situ imaging, Medical imaging modalities, basics of medical imaging physics, Medical images obtained with ionizing radiation X-Ray/CT Imaging, PET SPECT Imaging, Medical images obtained with nonionizing radiation Ultrasound, MRI (Magnetic Resonance Imaging), Image processing and image analysis, Foundations of 2D image processing, Foundations of 3D and nD image processing, Medical Image Enhancement, Medical Image Segmentation, Machine Learning Methods for Medical Image Analysis, Machine learning for medical images e.g., Tissue characterization, Learning and Hypothesis space, Nearest Neighbors Classification for Image analysis, Neural Networks Classification for Image analysis, Feedforward Networks, Back-propagation"
Advanced Topics in CS,,,,"Indepth study sequencing, inference, galaxy framework, biopython, sequence alignment, sequence assembly, transcriptomics, Bioconductor package, statistics for genomic data science"
Network and Cyber Security,,,,"Introduction to Security, Challenges of Securing Information, Today’s Security Attacks, Difficulties in Defending Against Attacks, Defining Information Security, Information Security Terminology, Heartbleed case study, Malware and Social Engineering Attacks, Attacks Using Malware, Malware classification, Web Security, Server-Side Web Application Attacks, SQL security, SQL injection & countermeasures, Session Hijacking & mitigation, Cookie theft, Same-origin policy (SOP), Cross-site scripting (XSS) & countermeasures, DNS & DHCP attacks, DNS poisoning & countermeasures, Network layer security, ARP poisoning, Wireless LAN attacks & security, IoT security: Review, blockchain solutions, and open challenges, Securing Fog Computing for Internet of Things Applications, Security in Software-Defined Networking: Threats and Countermeasures"
Applied Genetic Algorithm,,,,"Genetic algorithm (GA) and genetic programming (GP), flowchart of GA, preparatory steps of GA, schema theorem, introduction to GP, applications of GA (finding finite state automata, symbolic regression, control problems, etc.), art of applying gas, biological motivations for gas, GA and GP applications to molecular biology, iteration and recursion, parallelization of GA and GP, classifier systems and their applications, parallelization of classifier systems, evolution of subsumption using GP"
Big Data,,,,"Introduction to Big Data , Hadoop and Map-Reduce, Algorithm Design for Map Reduce, Finding Similar items (Locality Sensitive Hashing), Parallel Databases, Graphs Analysis, Recommendation Systems, Mining Data Streams"
Advanced Computer Vision,,,,"A Brief History, Image Processing, Image Operations, Connected Component Labelling (CCL), Object Detection, Template Matching, Image Classification -- Theoretical examples for Image Classification, Support Vector Machine (SVM) for Image Classification in Linearly/Non-Linearly separable decision boundaries scenarios. Types of Kernels for nonlinearity, Extensions to Multi-class scenarios. Image Pyramids, Sliding Windows, Contour Properties. K-means Clustering, Bag of Visual Words (BOVW) Model, cale Invariant Feature Transform (SIFT), Face Detection and Recognition, Global and Local Features – Single Scale -- Multi-Scale -- Affine Invariant , Image Feature Descriptor vs. Feature Descriptor, Video Processing -- Moving Object Detection, Video Processing -- Object Tracking , Artificial Neural Networks"
Advanced Reinforcement Learning,,,,"Introduction to Reinforcement Learning, Supervised learning: dynamical systems and behavior cloning, Tabular Solution Methods basics, Markov Decision Processes, Planning by Dynamic Programming, Dynamic programming algorithms for solving MDPs, Case studies, Reward Shaping, Optimality and Approximation, Partially Observable MDPs, Off-policy Prediction via Importance Sampling, Model-Free Prediction, Model-Free Control, Value Function Approximation, Stochastic-gradient and Semi-gradient Methods, Convergence of Value and Policy Iteration, Policy Gradient Methods, Learning Q-functions, Q-learning in finite MDPs, Q-learning with function approximation, Integrating Learning and Planning, Deep Q-Learning, Advanced Q: replay buffers, target networks, double Q-learning, Exploration and Exploitation, Policy gradient variance reduction and actor-critic algorithms, Summary of policy gradients and temporal difference methods"
Rough Sets with Applications,,,,"Motivations of Rough Set Theory, Concepts, concept formation and representation, concepts and categorization, Definability of concepts, Databases and rough sets, Rough sets approximations (Pawlak rough set formulation), Definability and approximations, Reduction strategies, Reduct construction by deletion, Reduct construction by addition, Reduct construction by addition-deletion, Discernibility matrices and attribute reduction, Quantitative rough sets, Probabilistic rough sets, Decision-theoretic rough sets, Game-theoretic rough sets, Information-theoretic rough sets, Outline of the theory of three-way decisions, The three rough set regions and three-way decisions, Shadowed sets, A trisection and bisecting framework of three-way decisions, Rough sets and conflict analysis, Applications in Image processing, Medical diagnosis and treatment, Email filtering, Recommender systems"
Performance of Computer Networks,,,,"Probability theory and Statistics applied in computer networks, Simulation modeling, random number generation, principles of discrete event simulation, Simulation measurements and accuracy, Discrete and continuous-time Markov chains, numerical solution of Markov chains, Queueing models (Kendall's notation, Little's law, birth-death processes, m/m/1 queue, m/m/c queue, m/m/infinity queue, single/multi-server finite capacity queues, State dependent service, queues with phase-type laws, the z-transform approach to solving Markovian queues, the m/g/1 and g/m/1 queues, open/closed queuing networks, mean value analysis for closed queueing networks), Simulators (NS-2, OMNET++, OPNET, NS-3 etc.) as case studies"
Internet of Things,,,,"Introduction to Internet of Things, Enabling Technologies: History, Evolution, Applications and Future Trends, Enabling Technologies: RFID, NFC, . Wireless Sensor Networks (WSN), Wireless Sensor Actuator Networks (WSAN), Software Defined Networking, Link Layer Communication Technologies RF, IR, WiFi, IEEE 802.15.1, IEEE 802.15.4, MTC , Proprietry Networks, SigFoX, Weightless, Networking protocols in IoTIPSO, IPv6, 6LowPAN, Routing Protocols in low power networks, RPL and its variants, Transport Layer Protocols for IoT, Application Protocols ,Security and Privacy in IoT, Semantic Sensor Web, Resource/ Information discovery, IoT Architecture Standards and Middlewares, Operating Systems for IoT, Contiki based Simulations, IoT Development Platforms, Programming IoT device, Cloud/Fog/Edge Computing, Blockchain, Big Data, Forensics, Internet of Social Things"
Introduction to Data science Tools and Techniques,,,,"The life cycle of a data science project, understanding uncertainty in its outcome, types of data and datasets, Measurement and data acquisition and storage issues, Introduction: What is Data Science?, Statistical Inference and (Python): Populations and samples, Statistical modeling, probability distributions, fitting a model, Intro to Python, Data pre-processing stages which includes Data wrangling, Sampling, Dimensionality Reduction, Feature subset selection etc., Machine Learning Algorithms: Linear Regression, Gradient Descent, Logistic Regression, Regularization, Advice for apply ML and ML System Design, Support Vector Machines, Dimensionality Reduction (Principal Component Analysis), outliers detection, Clustering Algorithms, Exploratory Data Analysis, Data Visualization: Basic principles, ideas and tools for data visualization, Examples of inspiring projects , Python (Anaconda) Installation, python packages, pip, conda and other related commands, Python data types and structures (variables, array, list, dictionary), sequences, Basic control structures (do while for if else) functions, exception handling, stack trace, Indexing, loading and querying Data frames, Merge DataFrames, generate summary tables, grouping data, packages (Numpy, Pandas) Basic descriptive and exploratory analysis, market basket analysis and the importance of correlation in gaining business insights, Big Data Introduction"
